User_ID,State,City_Tier,Age,Gender,Occupation,Income_INR,Total_Screen_Time,Social_Media_Hours,App_Usage_Category,Notification_Interaction_Rate,Sleep_Hours,Stress_Level,Physical_Activity_Level,Work_Life_Balance_Score
UID29911,Gujarat,Tier 1,22,Male,Student,2000,7.8,5.2,Social,49.9,7.8,7,Medium,10
UID29912,Gujarat,Tier 1,18,Female,Student,27000,14.6,11.0,Social,85.7,5.7,9,Low,6
UID29913,Kerala,Tier 1,27,Non-binary,Freelancer,270000,5.6,1.8,Productivity,33.1,5.9,7,Low,6
UID29914,Tamil Nadu,Tier 2,26,Female,Tech,338000,5.2,1.9,Productivity,29.2,6.3,6,Medium,8
UID29915,Gujarat,Tier 2,31,Female,Healthcare,397000,5.1,1.1,Productivity,33.0,6.1,9,Low,6
UID29916,Telangana,Tier 1,23,Male,Freelancer,344000,7.1,3.6,Social,53.8,7.5,5,High,10
UID29917,Maharashtra,Tier 2,40,Female,Tech,508000,6.6,2.3,Social,19.5,6.9,7,Medium,7
UID29918,Telangana,Tier 1,23,Female,Student,5000,7.1,4.1,Gaming,44.6,6.9,5,Medium,10
UID29919,Delhi,Tier 3,20,Male,Corporate,0,9.0,2.6,Productivity,32.2,5.4,10,Low,3
UID29920,Maharashtra,Tier 2,25,Male,Student,71000,6.8,3.4,Social,29.9,7.0,4,Medium,10
UID29921,Gujarat,Tier 3,27,Female,Healthcare,0,8.9,2.7,Social,37.3,5.2,10,Low,5
UID29922,Uttar Pradesh,Tier 2,18,Male,Student,12000,7.4,4.4,Social,41.6,6.6,6,Medium,8
UID29923,Delhi,Tier 2,27,Female,Corporate,119000,2.3,0.5,Social,13.1,7.2,7,Medium,9
UID29924,Uttar Pradesh,Tier 1,42,Female,Healthcare,942000,3.1,0.9,Productivity,20.3,7.8,3,High,10
UID29925,Maharashtra,Tier 1,29,Male,Freelancer,97000,6.2,2.8,Productivity,11.1,8.6,4,High,10
UID29926,Uttar Pradesh,Tier 2,20,Male,Student,102000,10.9,5.9,Social,62.9,6.2,9,Low,7
UID29927,Karnataka,Tier 2,20,Female,Freelancer,291000,11.2,7.0,Gaming,73.5,5.9,7,Low,7
UID29928,Delhi,Tier 1,31,Female,Corporate,786000,4.5,1.3,News,33.8,7.3,4,High,10
UID29929,Maharashtra,Tier 1,23,Male,Student,2000,5.2,2.9,Social,36.2,8.3,4,High,10
UID29930,Uttar Pradesh,Tier 2,46,Male,Corporate,1149000,6.5,1.7,Gaming,47.7,8.5,2,High,10
UID29931,West Bengal,Tier 2,22,Female,Student,22000,2.6,1.8,Gaming,34.2,9.3,2,High,10
UID29932,Rajasthan,Tier 3,45,Male,Unemployed,105000,4.6,0.8,Social,33.1,8.3,3,High,10
UID29933,Delhi,Tier 1,38,Male,Corporate,1018000,3.3,0.4,Productivity,2.5,6.9,5,High,10
UID29934,Delhi,Tier 1,28,Non-binary,Corporate,636000,5.4,1.3,Productivity,8.2,7.1,5,Medium,9
UID29935,Tamil Nadu,Tier 3,21,Male,Tech,0,9.0,6.7,Gaming,49.8,8.2,5,High,10
UID29936,Uttar Pradesh,Tier 1,21,Female,Unemployed,16000,4.2,2.3,News,24.7,7.9,6,High,10
UID29937,Kerala,Tier 3,36,Male,Corporate,600000,3.2,0.8,News,21.0,7.7,3,High,10
UID29938,Telangana,Tier 3,42,Male,Healthcare,591000,4.1,0.8,Social,1.3,8.1,4,High,10
UID29939,Uttar Pradesh,Tier 3,21,Male,Student,21000,9.1,5.4,Gaming,63.2,5.2,9,Low,6
UID29940,Uttar Pradesh,Tier 2,22,Male,Student,20000,7.2,3.6,Gaming,56.5,5.9,6,Low,8
UID29941,Tamil Nadu,Tier 2,32,Male,Corporate,368000,4.4,1.1,Productivity,29.0,7.3,6,Medium,7
UID29942,Uttar Pradesh,Tier 2,28,Female,Corporate,136000,4.7,1.2,Gaming,30.6,6.9,6,Medium,7
UID29943,Karnataka,Tier 3,34,Female,Corporate,355000,3.1,0.9,Productivity,35.2,8.4,3,High,10
UID29944,Telangana,Tier 3,34,Female,Corporate,425000,9.2,2.9,Productivity,38.4,6.2,8,Low,6
UID29945,Uttar Pradesh,Tier 3,43,Male,Freelancer,405000,5.1,0.7,News,18.1,7.4,4,High,10
UID29946,Gujarat,Tier 2,19,Male,Student,63000,5.6,3.5,Gaming,40.5,7.2,6,Medium,9
UID29947,Rajasthan,Tier 2,19,Female,Unemployed,3000,10.3,6.9,Gaming,72.4,5.9,9,Low,8
UID29948,Maharashtra,Tier 2,22,Male,Student,8000,8.2,5.6,Social,56.1,7.8,6,High,9
UID29949,Maharashtra,Tier 1,52,Female,Healthcare,1422000,3.6,0.5,Productivity,20.0,9.2,2,High,10
UID29950,Kerala,Tier 2,33,Female,Tech,453000,14.0,5.0,Productivity,64.3,4.2,10,Low,2
UID29951,Uttar Pradesh,Tier 2,21,Female,Freelancer,0,6.2,4.5,Social,48.0,7.2,6,Medium,9
UID29952,Maharashtra,Tier 3,23,Male,Student,4000,4.8,3.4,Social,38.6,6.3,4,Medium,8
UID29953,West Bengal,Tier 2,18,Male,Student,11000,3.0,1.9,Social,20.9,8.0,4,High,10
UID29954,Uttar Pradesh,Tier 2,33,Male,Corporate,604000,5.1,1.4,Productivity,23.1,6.2,6,Low,8
UID29955,Uttar Pradesh,Tier 1,18,Male,Freelancer,28000,2.6,0.8,Productivity,6.1,7.2,7,Medium,9
UID29956,Uttar Pradesh,Tier 3,31,Female,Tech,484000,6.6,2.2,Gaming,48.1,6.9,7,Medium,7
UID29957,Rajasthan,Tier 3,22,Male,Student,17000,6.8,4.7,Social,48.2,7.2,5,Medium,10
UID29958,Telangana,Tier 3,47,Female,Freelancer,467000,4.1,1.1,Gaming,18.3,8.8,1,High,10
UID29959,Tamil Nadu,Tier 1,20,Male,Freelancer,106000,8.3,4.8,Social,66.2,6.7,6,Medium,8
UID29960,Delhi,Tier 2,22,Male,Healthcare,4000,6.1,3.1,Productivity,28.3,5.6,9,Low,6
UID29961,Maharashtra,Tier 2,25,Male,Tech,173000,5.0,3.5,Gaming,38.2,7.1,5,Medium,10
UID29962,Rajasthan,Tier 3,18,Male,Student,20000,5.8,4.5,Social,31.7,8.9,4,High,10
UID29963,Telangana,Tier 2,22,Male,Unemployed,92000,10.3,7.2,Social,59.7,7.0,6,Medium,10
UID29964,Uttar Pradesh,Tier 3,27,Female,Tech,0,3.5,1.7,Productivity,11.1,6.3,9,Low,5
UID29965,Kerala,Tier 1,32,Male,Corporate,839000,8.0,1.8,Productivity,27.8,7.4,5,Medium,9
UID29966,Rajasthan,Tier 1,23,Female,Student,5000,8.3,4.8,Social,65.6,8.7,4,High,10
UID29967,Gujarat,Tier 1,18,Female,Unemployed,13000,4.4,2.9,Social,41.6,7.2,7,Medium,9
UID29968,Kerala,Tier 2,41,Female,Healthcare,641000,2.9,0.5,Gaming,22.5,7.3,4,High,10
UID29969,Uttar Pradesh,Tier 3,24,Male,Student,4000,10.7,7.7,Gaming,71.5,8.0,7,High,8
UID29970,Telangana,Tier 2,21,Male,Freelancer,20000,4.0,3.0,Gaming,41.4,9.6,2,High,10
UID29971,Maharashtra,Tier 3,25,Female,Student,12000,10.2,7.9,Social,65.8,5.1,8,Low,6
UID29972,Gujarat,Tier 3,33,Female,Freelancer,0,4.9,1.0,Productivity,18.0,6.7,7,Medium,6
UID29973,Rajasthan,Tier 2,24,Male,Tech,183000,4.1,3.0,Social,28.8,7.4,5,High,10
UID29974,Delhi,Tier 3,52,Female,Freelancer,263000,3.6,0.5,News,9.6,7.9,6,High,10
UID29975,Telangana,Tier 1,18,Male,Student,5000,6.5,3.7,Social,34.8,7.4,5,High,10
UID29976,Maharashtra,Tier 1,20,Male,Tech,318000,10.6,7.4,Gaming,69.3,6.2,7,Low,8
UID29977,Tamil Nadu,Tier 3,25,Male,Tech,355000,5.2,4.0,Social,39.0,7.3,5,Medium,10
UID29978,Maharashtra,Tier 1,31,Male,Corporate,868000,5.8,1.3,Productivity,29.9,7.7,5,High,7
UID29979,Maharashtra,Tier 3,23,Male,Student,6000,4.0,3.0,Social,37.9,8.4,4,High,10
UID29980,Tamil Nadu,Tier 3,26,Male,Corporate,267000,11.4,2.5,Productivity,35.5,4.2,10,Low,2
UID29981,Tamil Nadu,Tier 2,22,Female,Unemployed,22000,5.4,2.8,News,57.8,8.8,3,High,10
UID29982,Uttar Pradesh,Tier 1,20,Female,Student,11000,6.9,4.4,News,39.0,7.5,4,High,10
UID29983,Delhi,Tier 2,33,Female,Corporate,298000,6.2,0.8,News,25.1,7.8,3,High,10
UID29984,Gujarat,Tier 1,32,Female,Healthcare,547000,6.1,2.8,News,23.8,8.0,5,High,10
UID29985,Tamil Nadu,Tier 2,24,Non-binary,Tech,244000,9.3,6.1,Gaming,51.9,7.2,5,Medium,9
UID29986,Maharashtra,Tier 1,43,Female,Corporate,1399000,8.0,4.0,Productivity,35.5,5.8,7,Low,5
UID29987,Gujarat,Tier 1,36,Male,Tech,755000,2.2,0.6,Productivity,18.4,7.7,3,High,10
UID29988,Gujarat,Tier 2,18,Male,Tech,197000,12.5,9.4,Social,74.6,6.4,8,Low,8
UID29989,Gujarat,Tier 3,40,Male,Corporate,448000,5.8,2.4,Social,28.2,5.6,8,Low,7
UID29990,West Bengal,Tier 3,23,Female,Tech,235000,15.9,11.7,Social,90.8,5.4,10,Low,6
UID29991,Tamil Nadu,Tier 2,29,Female,Freelancer,152000,14.4,5.8,Productivity,68.3,3.7,10,Low,2
UID29992,Rajasthan,Tier 2,27,Male,Corporate,629000,8.4,2.4,Productivity,25.5,5.2,8,Low,5
UID29993,Kerala,Tier 3,21,Female,Freelancer,182000,16.7,10.2,Gaming,82.7,5.0,8,Low,4
UID29994,Telangana,Tier 1,23,Male,Student,8000,9.2,6.1,Gaming,62.5,7.7,6,High,10
UID29995,Karnataka,Tier 1,30,Male,Student,12000,5.1,2.9,Gaming,42.1,8.3,5,High,10
UID29996,Maharashtra,Tier 1,45,Female,Corporate,1396000,6.1,1.1,Productivity,17.7,9.3,3,High,10
UID29997,West Bengal,Tier 2,36,Male,Tech,678000,2.3,1.0,Productivity,9.0,6.0,7,Low,8
UID29998,Maharashtra,Tier 2,27,Male,Student,54000,10.0,5.1,Social,59.8,6.8,6,Medium,10
UID29999,Maharashtra,Tier 2,20,Female,Student,7000,11.5,7.2,Social,49.0,6.4,7,Medium,9
UID30000,Rajasthan,Tier 2,25,Male,Student,22000,8.1,5.7,Gaming,38.0,7.1,5,Medium,9
UID30001,Tamil Nadu,Tier 2,46,Male,Tech,1095000,10.9,5.3,News,43.9,5.6,9,Low,5
UID30002,Uttar Pradesh,Tier 3,27,Female,Corporate,377000,6.4,2.4,Social,23.2,6.2,7,Low,6
UID30003,Kerala,Tier 2,45,Male,Corporate,1064000,3.0,0.9,News,21.8,8.9,1,High,10
UID30004,Gujarat,Tier 1,21,Female,Tech,322000,9.1,6.0,Gaming,58.5,6.3,7,Medium,7
UID30005,Delhi,Tier 2,28,Female,Corporate,572000,5.2,2.2,Productivity,31.2,7.6,5,High,8
UID30006,Uttar Pradesh,Tier 2,40,Male,Freelancer,471000,9.0,3.6,Social,44.5,6.4,7,Low,7
UID30007,Gujarat,Tier 2,24,Female,Corporate,394000,6.2,1.7,News,41.1,7.3,8,Medium,7
UID30008,Telangana,Tier 2,18,Female,Tech,296000,5.5,3.7,Social,40.3,6.8,6,Medium,10
UID30009,Gujarat,Tier 1,31,Male,Tech,957000,6.2,2.9,Social,29.8,6.0,6,Low,8
UID30010,Uttar Pradesh,Tier 1,19,Male,Freelancer,199000,16.3,8.9,Social,92.5,5.3,10,Low,5
UID30011,Gujarat,Tier 2,21,Female,Student,58000,2.9,2.3,Social,43.8,8.0,3,High,10
UID30012,Tamil Nadu,Tier 1,54,Female,Freelancer,778000,3.5,0.7,News,16.7,8.9,3,High,10
UID30013,West Bengal,Tier 2,53,Female,Corporate,1395000,2.1,0.4,Social,11.6,6.8,4,Medium,10
UID30014,Tamil Nadu,Tier 2,41,Female,Healthcare,549000,6.0,1.6,Productivity,22.4,7.7,5,Medium,9
UID30015,Maharashtra,Tier 1,22,Female,Student,8000,8.1,5.8,Social,56.7,8.8,3,High,10
UID30016,Uttar Pradesh,Tier 1,32,Female,Tech,815000,9.0,2.0,Productivity,56.3,5.7,6,Low,6
UID30017,Telangana,Tier 1,20,Male,Student,23000,7.0,5.3,Gaming,42.0,7.3,7,Medium,9
UID30018,Telangana,Tier 2,24,Male,Student,20000,8.5,6.4,Gaming,51.5,6.7,8,Medium,7
UID30019,Uttar Pradesh,Tier 2,20,Male,Freelancer,193000,7.3,3.4,Gaming,30.0,6.0,7,Low,6
UID30020,Karnataka,Tier 1,18,Male,Tech,60000,5.8,3.7,Social,31.8,8.4,4,High,10
UID30021,Maharashtra,Tier 3,45,Male,Corporate,641000,6.2,1.7,News,23.1,7.9,3,High,10
UID30022,Karnataka,Tier 2,24,Female,Tech,0,11.8,8.8,Social,81.8,4.8,8,Low,6
UID30023,Maharashtra,Tier 2,19,Male,Student,22000,11.1,7.1,Gaming,50.3,6.0,8,Low,8
UID30024,West Bengal,Tier 1,24,Male,Freelancer,121000,5.2,1.6,Gaming,25.5,6.7,7,Medium,7
UID30025,Gujarat,Tier 1,22,Male,Tech,376000,7.1,1.4,Productivity,31.8,7.6,6,High,8
UID30026,Kerala,Tier 2,36,Male,Tech,597000,8.7,2.5,News,24.4,5.8,9,Low,5
UID30027,Rajasthan,Tier 3,19,Male,Student,13000,11.1,7.3,Social,53.3,4.8,10,Low,5
UID30028,Tamil Nadu,Tier 3,27,Female,Tech,362000,2.0,0.6,News,12.5,7.2,6,Medium,9
UID30029,Delhi,Tier 2,18,Male,Freelancer,157000,6.4,4.1,Social,31.1,8.2,5,High,10
UID30030,Rajasthan,Tier 2,21,Male,Tech,262000,7.3,4.0,Social,39.1,8.2,4,High,10
UID30031,Uttar Pradesh,Tier 2,39,Male,Corporate,716000,4.9,2.3,Productivity,14.0,6.3,5,Medium,8
UID30032,Uttar Pradesh,Tier 2,21,Male,Unemployed,8000,6.9,5.0,Social,41.8,8.0,6,High,10
UID30033,Karnataka,Tier 3,44,Male,Freelancer,350000,3.0,0.4,Productivity,5.8,9.4,2,High,10
UID30034,Maharashtra,Tier 3,29,Female,Corporate,436000,3.3,0.9,Social,15.0,8.8,4,High,10
UID30035,Uttar Pradesh,Tier 2,48,Female,Corporate,1219000,0.7,0.1,News,7.0,8.3,2,High,10
UID30036,Maharashtra,Tier 2,27,Female,Student,9000,5.5,3.0,Gaming,29.1,7.0,5,Medium,9
UID30037,Maharashtra,Tier 3,38,Female,Healthcare,174000,4.9,0.7,News,18.7,8.6,4,High,10
UID30038,Tamil Nadu,Tier 1,21,Male,Tech,476000,9.2,7.3,Social,54.0,8.8,4,High,10
UID30039,Gujarat,Tier 2,28,Male,Tech,278000,10.2,8.1,Social,73.2,6.6,8,Low,8
UID30040,Delhi,Tier 3,21,Female,Tech,78000,7.6,5.3,Productivity,58.2,7.1,6,Medium,8
UID30041,Maharashtra,Tier 1,33,Female,Corporate,940000,3.2,1.4,Social,16.0,5.3,6,Low,7
UID30042,Karnataka,Tier 2,22,Female,Tech,251000,8.8,5.4,Social,68.6,7.3,4,High,10
UID30043,Maharashtra,Tier 1,25,Female,Corporate,9000,4.6,2.2,Productivity,18.8,8.1,6,High,9
UID30044,Gujarat,Tier 3,18,Male,Freelancer,21000,9.6,7.0,Gaming,42.0,7.3,7,Medium,8
UID30045,West Bengal,Tier 3,21,Male,Tech,70000,15.7,8.8,Gaming,86.5,5.5,9,Low,7
UID30046,Maharashtra,Tier 1,32,Male,Corporate,674000,6.8,2.7,Productivity,24.7,5.0,7,Low,5
UID30047,Maharashtra,Tier 1,18,Male,Student,8000,2.4,1.5,Social,33.8,7.8,4,High,10
UID30048,Karnataka,Tier 3,33,Male,Healthcare,351000,7.0,2.0,Productivity,25.5,5.9,10,Low,6
UID30049,Uttar Pradesh,Tier 2,30,Male,Tech,559000,9.5,2.1,Social,31.9,6.6,8,Low,7
UID30050,Uttar Pradesh,Tier 1,37,Female,Healthcare,825000,3.4,1.0,News,18.9,8.7,1,High,10
UID30051,Uttar Pradesh,Tier 1,18,Male,Tech,0,7.0,5.5,Gaming,35.6,6.6,7,Medium,7
UID30052,Uttar Pradesh,Tier 3,46,Male,Healthcare,493000,0.8,0.2,Social,7.4,8.8,3,High,10
UID30053,Kerala,Tier 2,38,Male,Tech,472000,3.9,0.9,Productivity,20.2,7.3,5,Medium,9
UID30054,West Bengal,Tier 3,59,Male,Corporate,883000,2.1,0.3,Productivity,0.0,9.0,2,High,10
UID30055,Tamil Nadu,Tier 2,24,Female,Unemployed,10000,7.6,4.5,Social,41.4,6.5,8,Low,8
UID30056,Telangana,Tier 3,28,Male,Tech,267000,4.7,1.0,Social,38.0,6.8,7,Medium,6
UID30057,Maharashtra,Tier 1,28,Female,Corporate,430000,7.4,2.5,Gaming,34.8,6.6,9,Low,7
UID30058,Maharashtra,Tier 1,29,Female,Student,18000,8.2,4.8,Gaming,36.2,8.9,5,High,10
UID30059,Uttar Pradesh,Tier 3,31,Female,Corporate,407000,5.1,1.0,Social,20.9,6.5,6,Medium,7
UID30060,Tamil Nadu,Tier 1,39,Female,Corporate,1353000,6.1,1.4,Social,29.2,6.3,6,Low,7
UID30061,Rajasthan,Tier 3,28,Female,Tech,0,4.6,1.2,Productivity,23.5,7.0,6,Medium,8
UID30062,Uttar Pradesh,Tier 1,19,Male,Unemployed,18000,8.3,4.5,Gaming,51.1,7.5,4,High,10
UID30063,Maharashtra,Tier 2,33,Male,Corporate,793000,3.9,0.8,Gaming,15.8,6.6,4,Medium,8
UID30064,West Bengal,Tier 3,24,Female,Unemployed,22000,8.2,6.2,Gaming,62.2,6.9,8,Medium,8
UID30065,Karnataka,Tier 1,36,Male,Healthcare,629000,4.4,1.2,Gaming,13.7,6.9,3,Medium,9
UID30066,Gujarat,Tier 2,19,Female,Student,64000,6.3,4.2,Social,41.4,6.4,6,Medium,8
UID30067,Delhi,Tier 2,20,Male,Student,4000,9.4,6.6,Social,53.5,6.9,7,Medium,10
UID30068,Maharashtra,Tier 3,23,Male,Tech,285000,6.3,4.1,Social,41.2,7.2,5,Medium,10
UID30069,Gujarat,Tier 1,41,Male,Tech,1072000,6.9,2.1,Productivity,28.1,7.3,4,Medium,8
UID30070,Karnataka,Tier 3,44,Female,Healthcare,466000,1.6,0.2,Social,8.9,9.9,1,High,10
UID30071,Uttar Pradesh,Tier 2,18,Male,Student,2000,4.5,3.0,Social,30.1,8.2,5,High,10
UID30072,Rajasthan,Tier 2,24,Female,Student,14000,4.8,3.0,Social,29.4,8.0,4,High,10
UID30073,Maharashtra,Tier 1,26,Female,Student,4000,9.9,7.5,Gaming,56.7,7.4,5,Medium,8
UID30074,Karnataka,Tier 3,25,Male,Corporate,92000,6.6,1.8,News,32.4,6.9,8,Medium,8
UID30075,Uttar Pradesh,Tier 3,29,Male,Corporate,330000,5.4,2.0,Social,28.6,6.3,6,Medium,6
UID30076,Maharashtra,Tier 2,21,Male,Student,44000,9.8,6.5,Social,59.6,5.3,9,Low,5
UID30077,Maharashtra,Tier 2,38,Female,Healthcare,415000,6.6,2.1,Social,33.8,7.3,7,Medium,6
UID30078,Maharashtra,Tier 1,21,Male,Tech,43000,11.6,8.3,Social,65.0,6.4,7,Medium,8
UID30079,Delhi,Tier 2,18,Female,Freelancer,0,6.4,4.9,Social,35.5,9.3,3,High,10
UID30080,Uttar Pradesh,Tier 2,21,Male,Unemployed,21000,6.0,4.2,News,33.8,7.2,6,Medium,10
UID30081,West Bengal,Tier 1,27,Female,Tech,564000,6.8,2.0,Gaming,19.0,6.6,7,Medium,6
UID30082,Uttar Pradesh,Tier 1,51,Female,Unemployed,14000,4.2,0.9,Social,16.6,8.4,4,High,10
UID30083,Gujarat,Tier 3,39,Male,Corporate,569000,5.0,1.1,Gaming,10.9,8.8,3,High,10
UID30084,Uttar Pradesh,Tier 1,21,Female,Student,11000,8.7,4.4,Social,62.7,7.6,7,Medium,10
UID30085,Maharashtra,Tier 1,41,Female,Tech,1442000,5.0,1.2,Productivity,16.1,8.7,3,High,10
UID30086,Uttar Pradesh,Tier 2,18,Female,Student,2000,14.6,11.5,Social,82.5,5.8,8,Low,7
UID30087,West Bengal,Tier 2,38,Female,Tech,685000,5.4,1.8,Gaming,36.8,7.8,6,Medium,10
UID30088,Maharashtra,Tier 2,28,Male,Tech,123000,7.5,1.7,Productivity,31.2,6.4,8,Low,8
UID30089,Karnataka,Tier 2,43,Male,Unemployed,10000,2.2,0.5,Social,18.5,7.5,4,High,10
UID30090,Maharashtra,Tier 3,24,Male,Tech,319000,4.8,3.6,Productivity,33.0,6.9,3,High,10
UID30091,Tamil Nadu,Tier 1,33,Female,Corporate,661000,10.4,5.0,Social,35.7,4.9,8,Low,4
UID30092,Kerala,Tier 1,35,Female,Tech,1054000,8.3,3.5,Productivity,26.8,6.7,8,Low,6
UID30093,Karnataka,Tier 1,18,Male,Unemployed,17000,10.2,5.5,Gaming,65.1,6.8,7,Medium,7
UID30094,Tamil Nadu,Tier 1,35,Female,Tech,712000,8.3,3.6,Productivity,32.4,7.1,7,Medium,8
UID30095,Delhi,Tier 3,36,Male,Corporate,405000,5.1,1.4,News,15.6,8.6,4,High,10
UID30096,Kerala,Tier 3,48,Male,Corporate,503000,9.3,2.2,News,34.6,6.9,5,Medium,8
UID30097,Telangana,Tier 1,29,Female,Healthcare,790000,6.0,2.7,Social,33.0,7.5,5,High,8
UID30098,Maharashtra,Tier 1,24,Female,Student,7000,6.4,5.0,Gaming,39.0,8.0,5,High,10
UID30099,Maharashtra,Tier 3,39,Male,Corporate,506000,6.6,1.5,Social,34.3,6.4,6,Medium,9
UID30100,Delhi,Tier 3,35,Female,Tech,102000,8.0,1.7,Productivity,17.8,6.3,9,Low,5
UID30101,Tamil Nadu,Tier 1,21,Male,Student,2000,8.2,5.4,Social,42.8,8.0,4,High,10
UID30102,Uttar Pradesh,Tier 3,27,Male,Tech,201000,9.2,5.7,Productivity,56.7,6.2,7,Low,7
UID30103,Gujarat,Tier 2,27,Female,Tech,101000,6.0,4.0,Social,41.3,7.2,4,High,10
UID30104,Tamil Nadu,Tier 3,24,Female,Student,34000,5.0,3.1,Gaming,20.4,8.3,4,High,10
UID30105,Karnataka,Tier 1,38,Female,Tech,613000,13.3,4.9,Social,46.5,4.6,10,Low,3
UID30106,Tamil Nadu,Tier 3,26,Female,Student,98000,6.2,4.5,Social,45.7,8.5,5,High,10
UID30107,Rajasthan,Tier 1,23,Male,Tech,218000,17.6,9.5,Gaming,86.0,3.9,10,Low,3
UID30108,Uttar Pradesh,Tier 3,27,Male,Student,2000,6.5,3.8,Gaming,45.7,8.0,6,High,10
UID30109,Telangana,Tier 3,38,Female,Corporate,207000,9.1,3.6,Social,43.1,5.9,9,Low,5
UID30110,Maharashtra,Tier 2,20,Male,Student,9000,7.6,6.0,Social,41.3,7.8,6,High,9
UID30111,Maharashtra,Tier 2,24,Female,Student,9000,2.3,1.3,Social,18.6,8.4,3,High,10
UID30112,Kerala,Tier 1,22,Male,Student,51000,14.7,10.7,Social,86.6,5.3,9,Low,7
UID30113,Gujarat,Tier 2,32,Male,Tech,340000,8.0,2.5,Gaming,30.6,6.0,9,Low,6
UID30114,Tamil Nadu,Tier 2,23,Male,Student,7000,6.1,4.4,Gaming,39.8,7.0,5,Medium,10
UID30115,Karnataka,Tier 2,20,Male,Tech,179000,5.7,1.3,Productivity,21.4,4.8,10,Low,5
UID30116,Uttar Pradesh,Tier 2,19,Male,Tech,245000,2.8,2.0,Social,26.2,7.5,5,High,9
UID30117,Karnataka,Tier 2,20,Male,Student,19000,11.5,8.7,Gaming,73.2,6.2,9,Low,6
UID30118,Tamil Nadu,Tier 1,22,Male,Unemployed,11000,7.5,3.7,Gaming,49.8,6.5,8,Low,9
UID30119,Tamil Nadu,Tier 2,22,Non-binary,Student,5000,10.1,5.1,Social,64.6,6.6,6,Medium,8
UID30120,Maharashtra,Tier 1,23,Male,Freelancer,203000,6.0,4.7,Gaming,45.7,6.8,6,Medium,9
UID30121,Karnataka,Tier 2,23,Female,Unemployed,59000,7.0,4.6,Gaming,38.7,5.7,6,Low,9
UID30122,Tamil Nadu,Tier 2,19,Male,Student,11000,5.1,3.2,Social,41.4,8.0,6,High,10
UID30123,Kerala,Tier 2,31,Female,Freelancer,167000,3.3,1.5,News,27.6,8.6,4,High,10
UID30124,Delhi,Tier 2,19,Male,Student,30000,9.0,6.0,Gaming,55.0,7.5,7,Medium,9
UID30125,Tamil Nadu,Tier 2,37,Male,Corporate,659000,9.9,2.2,Productivity,34.4,5.7,5,Medium,7
UID30126,Telangana,Tier 1,23,Non-binary,Corporate,259000,2.7,0.7,Productivity,14.7,8.6,5,High,9
UID30127,Karnataka,Tier 3,34,Male,Tech,422000,4.0,1.1,News,15.6,6.5,6,Medium,8
UID30128,Karnataka,Tier 2,22,Female,Unemployed,12000,8.3,5.8,Gaming,52.7,7.9,5,High,10
UID30129,Tamil Nadu,Tier 2,28,Male,Corporate,328000,4.7,1.1,Productivity,24.5,6.0,9,Low,6
UID30130,Telangana,Tier 1,21,Male,Tech,216000,5.4,3.6,Social,40.0,7.2,5,Medium,10
UID30131,Tamil Nadu,Tier 2,18,Male,Student,49000,7.7,5.2,Gaming,39.5,6.7,8,Medium,8
UID30132,Uttar Pradesh,Tier 2,22,Female,Unemployed,8000,5.7,4.2,Social,36.0,7.7,6,High,10
UID30133,Karnataka,Tier 2,48,Male,Freelancer,549000,5.4,1.3,News,24.7,6.7,6,Medium,10
UID30134,Delhi,Tier 2,23,Female,Student,268000,10.7,8.3,Gaming,59.9,6.6,6,Medium,9
UID30135,Delhi,Tier 1,48,Female,Corporate,1633000,3.7,0.8,News,20.2,9.0,2,High,10
UID30136,Karnataka,Tier 3,24,Female,Unemployed,7000,6.7,4.3,Social,39.7,7.2,3,High,10
UID30137,Delhi,Tier 1,56,Male,Unemployed,9000,2.9,0.4,News,15.2,7.7,4,High,10
UID30138,Gujarat,Tier 2,52,Male,Healthcare,780000,2.3,0.3,News,15.1,9.0,3,High,10
UID30139,Delhi,Tier 2,49,Male,Healthcare,850000,7.7,1.1,News,28.2,6.2,5,Medium,9
UID30140,Delhi,Tier 3,30,Male,Healthcare,266000,6.5,1.5,Productivity,20.1,6.6,6,Medium,8
UID30141,Telangana,Tier 2,52,Female,Corporate,1212000,4.2,1.0,News,30.3,8.2,3,High,10
UID30142,Telangana,Tier 2,27,Female,Corporate,560000,3.4,0.6,News,28.4,5.8,5,Medium,8
UID30143,Karnataka,Tier 3,22,Female,Tech,176000,8.0,5.6,Gaming,43.3,7.9,4,High,10
UID30144,Kerala,Tier 3,21,Male,Student,10000,1.7,0.9,Social,16.3,7.9,5,High,10
UID30145,Maharashtra,Tier 2,28,Male,Tech,290000,6.3,1.8,Social,29.4,6.1,7,Low,7
UID30146,Uttar Pradesh,Tier 2,21,Male,Tech,220000,16.7,10.6,Social,75.1,5.4,9,Low,5
UID30147,Maharashtra,Tier 3,41,Male,Corporate,586000,6.3,3.1,Productivity,24.9,6.3,7,Low,7
UID30148,West Bengal,Tier 3,28,Male,Unemployed,9000,10.6,8.1,Social,67.9,7.2,6,Medium,9
UID30149,Telangana,Tier 3,37,Male,Corporate,397000,5.8,1.7,Productivity,27.7,5.6,8,Low,6
UID30150,Gujarat,Tier 3,20,Female,Tech,18000,7.5,4.9,Gaming,48.4,5.7,6,Low,10
UID30151,Uttar Pradesh,Tier 1,21,Male,Student,8000,7.1,5.2,Productivity,46.8,8.7,4,High,10
